Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
66176888,2025-09-15 11:16:00,09/17/2025 03:21:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,Street,10452.0,1079 NELSON AVENUE,NELSON AVENUE,WEST 165 STREET,WEST 166 STREET,,,ADDRESS,BRONX,,,Closed,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,09/17/2025 12:00:00 PM,04 BRONX,16.0,Precinct 44,2025140030.0,BRONX,"1,004,336","243,401",PHONE,Unspecified,BRONX,,,,,,,,40.83473202677,-73.92741410284,POINT (-73.927414102845 40.834732026765)
66698695,2025-11-02 08:29:05,12/30/2025 12:00:00 AM,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,,10454.0,130 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/30/2025 12:00:00 AM,01 BRONX,8.0,Precinct 40,2022780005.0,BRONX,"1,005,069","232,977",UNKNOWN,Unspecified,BRONX,,,,,,,,40.80611940095,-73.92479756079,POINT (-73.924797560789 40.80611940095)
66995533,2025-11-29 16:19:26,11/30/2025 03:00:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",11/30/2025 03:00:45 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
67715207,2025-08-19 15:13:39,08/25/2025 01:26:57 PM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE,RESIDENTIAL BUILDING,10468.0,2471 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,08/25/2025 12:00:00 AM,07 BRONX,14.0,Precinct 52,2032190201.0,BRONX,"1,010,875","254,315",ONLINE,Unspecified,BRONX,,,,,,,,40.86467041796,-73.90374043023,POINT (-73.90374043023 40.864670417962)
66070875,2025-09-06 20:14:23,09/06/2025 09:10:33 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10465.0,250 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,LAWTON AVENUE,MILES AVENUE,LAWTON AVENUE,MILES AVENUE,ADDRESS,BRONX,HOLLYWOOD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/06/2025 09:10:37 PM,10 BRONX,13.0,Precinct 45,2054500049.0,BRONX,"1,035,561","237,473",ONLINE,Unspecified,BRONX,,,,,,,,40.81833517524,-73.81462015082,POINT (-73.814620150819 40.81833517524)
66656129,2025-10-29 10:28:16,10/30/2025 02:07:33 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10456.0,595 EAST  170 STREET,EAST  170 STREET,,,,,ADDRESS,BRONX,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",10/30/2025 12:00:00 AM,03 BRONX,15.0,Precinct 42,2029320004.0,BRONX,"1,011,673","243,282",PHONE,Unspecified,BRONX,,,,,,,,40.83438567167,-73.90090048331,POINT (-73.900900483315 40.834385671669)
64412021,2025-03-20 07:22:43,04/14/2025 08:31:01 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,HOLE OR CRACKED,RESIDENTIAL BUILDING,10456.0,1064 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,04/14/2025 12:00:00 AM,04 BRONX,16.0,Precinct 44,2024560040.0,BRONX,"1,006,765","241,983",PHONE,Unspecified,BRONX,,,,,,,,40.83083416807,-73.91864105438,POINT (-73.918641054379 40.830834168072)
64418096,2025-03-20 07:22:43,04/14/2025 08:31:01 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING,RESIDENTIAL BUILDING,10456.0,1064 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,04/14/2025 12:00:00 AM,04 BRONX,16.0,Precinct 44,2024560040.0,BRONX,"1,006,765","241,983",PHONE,Unspecified,BRONX,,,,,,,,40.83083416807,-73.91864105438,POINT (-73.918641054379 40.830834168072)
67697796,2025-07-25 06:05:16,07/25/2025 09:30:24 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER,RESIDENTIAL BUILDING,10462.0,2132 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",07/25/2025 12:00:00 AM,11 BRONX,13.0,Precinct 49,2042920024.0,BRONX,"1,021,647","250,439",PHONE,Unspecified,BRONX,,,,,,,,40.85399291289,-73.86481720417,POINT (-73.864817204174 40.853992912895)
65942437,2025-08-24 13:52:08,08/24/2025 02:12:09 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10456.0,787 EAST  160 STREET,EAST  160 STREET,TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,ADDRESS,BRONX,EAST  160 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/24/2025 02:12:13 PM,01 BRONX,17.0,Precinct 40,2026677501.0,BRONX,"1,010,882","238,122",MOBILE,Unspecified,BRONX,,,,,,,,40.82022537291,-73.90377942968,POINT (-73.90377942968 40.820225372909)
64617494,2025-04-09 18:15:00,04/10/2025 04:26:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,Street,,,,,,BOUCK AVENUE,BOUCK AVENUE,INTERSECTION,,,DSNY Garage,Closed,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,04/10/2025 12:00:00 PM,11 BRONX,,Unspecified,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
63611115,2025-01-03 05:09:23,01/03/2025 06:00:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/03/2025 06:01:36 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
65050799,2025-05-24 09:17:45,05/24/2025 12:38:30 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10461.0,2506 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ST PETERS AVENUE,LURTING AVENUE,ST PETERS AVENUE,LURTING AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/24/2025 12:38:33 PM,10 BRONX,18.0,Precinct 45,2040010022.0,BRONX,"1,025,692","246,374",MOBILE,Unspecified,BRONX,,,,,,,,40.8428176438,-73.85022047733,POINT (-73.850220477329 40.8428176438)
63752657,2025-01-13 16:12:45,01/14/2025 08:00:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/14/2025 08:01:12 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
66408057,2025-10-07 22:26:18,10/08/2025 12:26:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/08/2025 12:26:51 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
67737479,2025-07-18 14:19:56,07/26/2025 06:22:12 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING,RESIDENTIAL BUILDING,10472.0,1122 WARD AVENUE,WARD AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",07/26/2025 12:00:00 AM,09 BRONX,18.0,Precinct 43,2037420012.0,BRONX,"1,018,321","240,611",PHONE,Unspecified,BRONX,,,,,,,,40.82703140504,-73.87688995203,POINT (-73.876889952031 40.827031405041)
65066470,2025-05-26 20:21:20,05/26/2025 10:06:37 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,10466.0,1045 EAST  232 STREET,EAST  232 STREET,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,ADDRESS,BRONX,EAST  232 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,05/26/2025 10:06:41 PM,12 BRONX,12.0,Precinct 47,2048790017.0,BRONX,"1,026,338","263,416",MOBILE,Unspecified,BRONX,Car,,,,,,,40.88958963061,-73.84777867836,POINT (-73.847778678364 40.889589630613)
66240459,2025-09-22 15:51:47,09/22/2025 04:05:34 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,10457.0,ARTHUR AVENUE,ARTHUR AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,BLOCKFACE,,,,Closed,,The Police Department issued a summons in response to the complaint.,09/22/2025 04:05:37 PM,Unspecified BRONX,,Precinct 48,,BRONX,,,PHONE,Unspecified,BRONX,Van,,,,,,,,,
67305241,2025-12-26 23:49:18,12/27/2025 08:09:43 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,10466.0,3614 BOLLER AVENUE,BOLLER AVENUE,NEEDHAM AVENUE,CRAWFORD AVENUE,NEEDHAM AVENUE,CRAWFORD AVENUE,ADDRESS,BRONX,BOLLER AVENUE,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",12/27/2025 08:09:46 AM,12 BRONX,12.0,Precinct 47,2049220145.0,BRONX,"1,029,327","261,325",MOBILE,Unspecified,BRONX,Car,,,,,,,40.88383573964,-73.83698234279,POINT (-73.836982342792 40.883835739635)
63944828,2025-01-31 18:13:30,04/28/2025 08:29:31 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN,RESIDENTIAL BUILDING,10473.0,1810 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,04/28/2025 12:00:00 AM,09 BRONX,18.0,Precinct 43,2035980017.0,BRONX,"1,021,990","238,526",ONLINE,Unspecified,BRONX,,,,,,,,40.82129376371,-73.86364436159,POINT (-73.863644361592 40.821293763714)
65308167,2025-06-19 22:42:56,06/28/2025 09:08:16 AM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,,Street,10466.0,3646 DE REIMER AVENUE,DE REIMER AVENUE,NEEDHAM AVENUE,DEAD END,NEEDHAM AVENUE,DEAD END,ADDRESS,BRONX,DE REIMER AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/23/2025 07:53:40 AM,12 BRONX,12.0,Precinct 47,2049170056.0,BRONX,"1,028,824","261,191",PHONE,Unspecified,BRONX,,,,,,,,40.88347050703,-73.83880229296,POINT (-73.83880229296 40.883470507028)
64292866,2025-03-08 20:24:27,04/02/2025 06:18:16 PM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,TANK CRACKED OR LEAKING,RESIDENTIAL BUILDING,10458.0,2300 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,,Closed,,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",04/02/2025 12:00:00 AM,05 BRONX,15.0,Precinct 46,2031590001.0,BRONX,"1,011,936","251,692",ONLINE,Unspecified,BRONX,,,,,,,,40.85746781388,-73.89991534726,POINT (-73.89991534726 40.857467813877)
66477054,2025-10-14 20:47:37,10/14/2025 09:32:08 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/14/2025 09:32:13 PM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
66646434,2025-10-28 14:31:47,10/30/2025 08:43:46 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10452.0,1565 TOWNSEND AVENUE,TOWNSEND AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,10/30/2025 12:00:00 AM,04 BRONX,16.0,Precinct 44,2028460041.0,BRONX,"1,007,972","246,572",PHONE,Unspecified,BRONX,,,,,,,,40.8434264777,-73.91426327901,POINT (-73.914263279008 40.843426477703)
67200998,2025-12-16 04:44:35,12/16/2025 06:47:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",12/16/2025 06:47:30 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
64809751,2025-04-30 14:49:35,05/06/2025 09:24:22 PM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,BOWL LOOSE OR WOBBLY,RESIDENTIAL BUILDING,10462.0,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",05/06/2025 12:00:00 AM,09 BRONX,18.0,Precinct 43,2038140001.0,BRONX,"1,024,519","242,868",ONLINE,Unspecified,BRONX,,,,,,,,40.83320013165,-73.85448097169,POINT (-73.85448097169 40.833200131652)
66847893,2025-11-15 22:48:16,11/16/2025 12:31:11 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10456.0,920 TRINITY AVENUE,TRINITY AVENUE,EAST  161 STREET,EAST  163 STREET,EAST  161 STREET,EAST  163 STREET,ADDRESS,BRONX,TRINITY AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",11/16/2025 12:31:17 AM,03 BRONX,17.0,Precinct 42,2026380001.0,BRONX,"1,010,232","238,927",MOBILE,Unspecified,BRONX,,,,,,,,40.82243680498,-73.90612474034,POINT (-73.906124740335 40.82243680498)
66587980,2025-10-23 22:36:22,10/24/2025 01:16:54 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,10458.0,416 EAST  187 STREET,EAST  187 STREET,WEBSTER AVENUE,LCPL ALBERTO FRANCESCONI PLACE,WEBSTER AVENUE,LCPL ALBERTO FRANCESCONI PLACE,ADDRESS,BRONX,EAST  187 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/24/2025 01:16:59 AM,06 BRONX,15.0,Precinct 48,2030310047.0,BRONX,"1,013,711","252,101",ONLINE,Unspecified,BRONX,,,,,,,,40.85858465068,-73.89349694597,POINT (-73.893496945967 40.858584650675)
64806931,2025-04-30 20:04:55,04/30/2025 09:19:51 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10458.0,2334 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  184 STREET,EAST  185 STREET,EAST  184 STREET,EAST  185 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/30/2025 09:19:54 PM,06 BRONX,15.0,Precinct 48,2030530074.0,BRONX,"1,014,031","251,210",ONLINE,Unspecified,BRONX,Car,,,,,,,40.85613805063,-73.89234408899,POINT (-73.89234408899 40.856138050632)
65710438,2025-07-30 22:36:02,07/31/2025 05:47:15 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Not Cleaned by Property Owner,Yard,10452.0,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,Closed,,"The Department of Sanitation (DSNY) found an open Service Request already exists for the same location.   DSNY's system can't accept more than one complaint per address at a time. Your Service Request has been closed. DSNY will address the Service Request that was filed previously.  If you filed that Service Request, you can get the status with your Service Request number at nyc.gov/311 or by calling 311.  If you didn't file it, you can get the status by calling DSNY at (212) 291-1220.",07/31/2025 05:47:21 AM,04 BRONX,16.0,Precinct 44,2025110068.0,BRONX,"1,003,936","242,233",PHONE,Unspecified,BRONX,,,,,,,,40.83152710482,-73.92886303222,POINT (-73.928863032215 40.831527104823)
66703091,2025-11-02 16:36:36,11/02/2025 04:41:25 PM,NYPD,New York City Police Department,Noise - Residential,Loud Television,,Residential Building/House,10468.0,233 LANDING ROAD,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,ADDRESS,BRONX,LANDING ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,11/02/2025 04:41:30 PM,07 BRONX,14.0,Precinct 52,2032367501.0,BRONX,"1,008,841","253,488",MOBILE,Unspecified,BRONX,,,,,,,,40.86240645467,-73.91109714828,POINT (-73.911097148279 40.862406454675)
67021728,2025-12-02 16:10:16,12/02/2025 09:39:24 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10473.0,529 UNDERHILL AVENUE,UNDERHILL AVENUE,LACOMBE AVENUE,RANDALL AVENUE,LACOMBE AVENUE,RANDALL AVENUE,ADDRESS,BRONX,UNDERHILL AVENUE,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",12/02/2025 09:39:27 PM,09 BRONX,18.0,Precinct 43,2035250066.0,BRONX,"1,023,310","236,651",MOBILE,Unspecified,BRONX,,,,,,,,40.81614168462,-73.85888608727,POINT (-73.858886087271 40.816141684625)
65342063,2025-06-22 01:52:33,06/22/2025 03:02:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10467.0,3554 JEROME AVENUE,JEROME AVENUE,EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ADDRESS,BRONX,JEROME AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/22/2025 03:02:47 AM,07 BRONX,11.0,Precinct 52,,BRONX,"1,017,375","261,385",ONLINE,Unspecified,BRONX,,,,,,,,40.88405337616,-73.88020551193,POINT (-73.88020551193 40.884053376162)
65744961,2025-08-04 01:02:40,08/04/2025 01:28:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10452.0,1560 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST  172 STREET,EAST MOUNT EDEN AVENUE,EAST  172 STREET,EAST MOUNT EDEN AVENUE,ADDRESS,BRONX,TOWNSEND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/04/2025 01:28:36 AM,04 BRONX,16.0,Precinct 44,2028450027.0,BRONX,"1,007,963","246,543",PHONE,Unspecified,BRONX,,,,,,,,40.8433469054,-73.91429590959,POINT (-73.914295909588 40.843346905404)
66991013,2025-11-29 12:36:10,11/29/2025 01:00:09 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",11/29/2025 01:00:29 PM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
65921135,2025-08-21 15:47:00,08/22/2025 05:29:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,Street,10456.0,1408 WEBSTER AVENUE,WEBSTER AVENUE,EAST 170 STREET,EAST 171 STREET,,,ADDRESS,BRONX,,,Closed,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,08/22/2025 12:00:00 PM,03 BRONX,16.0,Precinct 42,2028950001.0,BRONX,"1,009,931","244,068",PHONE,Unspecified,BRONX,,,,,,,,40.83654825059,-73.9071925994,POINT (-73.907192599399 40.836548250592)
65085698,2025-05-28 15:48:41,06/05/2025 12:12:40 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,,RESIDENTIAL BUILDING,10474.0,728 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,06/05/2025 12:00:00 AM,02 BRONX,17.0,Precinct 41,2027630127.0,BRONX,"1,015,115","236,191",PHONE,Unspecified,BRONX,,,,,,,,40.81491154812,-73.88849463127,POINT (-73.888494631275 40.81491154812)
64628132,2025-04-11 20:11:49,11/25/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,,10472.0,2015 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,11/25/2025 12:00:00 AM,09 BRONX,18.0,Precinct 43,2037970001.0,BRONX,"1,024,272","240,566",UNKNOWN,Unspecified,BRONX,,,,,,,,40.82688293259,-73.85538728062,POINT (-73.855387280624 40.82688293259)
66541450,2025-10-19 20:39:42,10/19/2025 10:51:49 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10460.0,2140 DALY AVENUE,DALY AVENUE,EAST  181 STREET,BRONX PARK SOUTH,EAST  181 STREET,BRONX PARK SOUTH,ADDRESS,BRONX,DALY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/19/2025 10:51:52 PM,06 BRONX,15.0,Precinct 48,2031290004.0,BRONX,"1,017,199","247,371",ONLINE,Unspecified,BRONX,,,,,,,,40.84558988813,-73.88091090495,POINT (-73.880910904946 40.845589888132)
